k005,1,1,-554,3,31
k005,1,2,-554,4,30
k005,1,3,-554,5,30
k005,1,4,-554,6,28
k005,1,5,-554,7,28
k005,1,6,-554,8,26
k005,1,7,-554,9,25
k005,1,8,-554,10,24
k005,1,9,-554,11,22
k005,1,10,-554,12,22
k005,1,11,-553,1,20
k005,1,12,-553,2,19
k005,1,12.5,-553,3,20
k005,2,1,-553,4,19
k005,2,2,-553,5,19
k005,2,3,-553,6,17
k005,2,4,-553,7,17
k005,2,5,-553,8,15
k005,2,6,-553,9,14
k005,2,7,-553,10,14
k005,2,8,-553,11,12
k005,2,9,-553,12,11
k005,2,10,-552,1,10
k005,2,11,-552,2,8
k005,2,12,-552,3,9
k005,3,1,-552,4,7
k005,3,2,-552,5,7
k005,3,3,-552,6,5
k005,3,4,-552,7,5
k005,3,5,-552,8,3
k005,3,6,-552,9,2
k005,3,7,-552,10,2
k005,3,8,-552,10,31
k005,3,9,-552,11,30
k005,3,10,-552,12,29
k005,3,11,-551,1,28
k005,3,12,-551,2,26
k005,3,12.5,-551,3,28
k005,4,1,-551,4,26
k005,4,2,-551,5,25
k005,4,3,-551,6,24
k005,4,4,-551,7,23
k005,4,5,-551,8,22
k005,4,6,-551,9,21
k005,4,7,-551,10,21
k005,4,8,-551,11,19
k005,4,9,-551,12,19
k005,4,10,-550,1,18
k005,4,11,-550,2,16
k005,4,12,-550,3,17
k005,5,1,-550,4,16
k005,5,2,-550,5,15
k005,5,3,-550,6,13
k005,5,4,-550,7,13
k005,5,5,-550,8,11
k005,5,6,-550,9,10
k005,5,7,-550,10,10
k005,5,8,-550,11,8
k005,5,9,-550,12,8
k005,5,10,-549,1,7
k005,5,11,-549,2,6
k005,5,12,-549,3,7
k005,6,1,-549,4,5
k005,6,2,-549,5,5
k005,6,3,-549,6,3
k005,6,4,-549,7,2
k005,6,5,-549,8,1
k005,6,6,-549,8,30
k005,6,7,-549,9,29
k005,6,8,-549,10,29
k005,6,9,-549,11,27
k005,6,10,-549,12,27
k005,6,11,-548,1,26
k005,6,12,-548,2,24
k005,6,12.5,-548,3,25
k005,7,1,-548,4,23
k005,7,2,-548,5,23
k005,7,3,-548,6,21
k005,7,4,-548,7,20
k005,7,5,-548,8,19
k005,7,6,-548,9,17
k005,7,7,-548,10,17
k005,7,8,-548,11,16
k005,7,9,-548,12,15
k005,7,10,-547,1,14
k005,7,11,-547,2,13
k005,7,12,-547,3,14
k005,8,1,-547,4,13
k005,8,2,-547,5,12
k005,8,3,-547,6,11
k005,8,4,-547,7,10
k005,8,5,-547,8,8
k005,8,6,-547,9,7
k005,8,7,-547,10,6
k005,8,8,-547,11,5
k005,8,9,-547,12,5
k005,8,10,-546,1,3
k005,8,11,-546,2,2
k005,8,12,-546,3,3
k005,9,1,-546,4,2
k005,9,2,-546,5,2
k005,9,3,-546,5,31
k005,9,4,-546,6,29
k005,9,5,-546,7,29
k005,9,6,-546,8,27
k005,9,7,-546,9,26
k005,9,8,-546,10,25
k005,9,9,-546,11,24
k005,9,10,-546,12,23
k005,9,11,-545,1,22
k005,9,12,-545,2,20
k005,10,1,-545,3,22
k005,10,2,-545,4,21
k005,10,3,-545,5,20
k005,10,4,-545,6,19
k005,10,5,-545,7,18
k005,10,6,-545,8,17
k005,10,6.5,-545,9,15
k005,10,7,-545,10,15
k005,10,8,-545,11,14
k005,10,9,-545,12,13
k005,10,10,-544,1,11
k005,10,11,-544,2,10
k005,10,12,-544,3,10
k005,11,1,-544,4,9
k005,11,2,-544,5,8
k005,11,3,-544,6,7
k005,11,4,-544,7,6
k005,11,5,-544,8,5
k005,11,6,-544,9,4
k005,11,7,-544,10,3
k005,11,8,-544,11,2
k005,11,9,-544,12,2
k005,11,10,-544,12,31
k005,11,11,-543,1,29
k005,11,12,-543,2,28
k005,12,1,-543,3,29
k005,12,2,-543,4,27
k005,12,3,-543,5,27
k005,12,4,-543,6,25
k005,12,5,-543,7,25
k005,12,6,-543,8,24
k005,12,7,-543,9,23
k005,12,8,-543,10,23
k005,12,9,-543,11,21
k005,12,10,-543,12,21
k005,12,11,-542,1,19
k005,12,12,-542,2,17
k005,12,12.5,-542,3,19
k005,13,1,-542,4,17
k005,13,2,-542,5,16
k005,13,3,-542,6,15
k005,13,4,-542,7,14
k005,13,5,-542,8,13
k005,13,6,-542,9,12
k005,13,7,-542,10,12
k005,13,8,-542,11,11
k005,13,9,-542,12,10
k005,13,10,-541,1,9
k005,13,11,-541,2,7
k005,13,12,-541,3,8
k005,14,1,-541,4,6
k005,14,2,-541,5,6
k005,14,3,-541,6,4
k005,14,4,-541,7,4
k005,14,5,-541,8,2
k005,14,6,-541,9,1
k005,14,7,-541,10,1
k005,14,8,-541,10,30
k005,14,9,-541,11,29
k005,14,10,-541,12,29
k005,14,11,-540,1,27
k005,14,12,-540,2,26
k005,15,1,-540,3,26
k005,15,2,-540,4,25
k005,15,3,-540,5,24
k005,15,4,-540,6,22
k005,15,5,-540,7,22
k005,15,6,-540,8,20
k005,15,7,-540,9,19
k005,15,8,-540,10,18
k005,15,9,-540,11,17
k005,15,10,-540,12,17
k005,15,11,-539,1,16
k005,15,12,-539,2,14
k005,15,12.5,-539,3,16
k005,16,1,-539,4,14
k005,16,2,-539,5,14
k005,16,3,-539,6,12
k005,16,4,-539,7,11
k005,16,5,-539,8,10
k005,16,6,-539,9,8
k005,16,7,-539,10,8
k005,16,8,-539,11,7
k005,16,9,-539,12,6
k005,16,10,-538,1,5
k005,16,11,-538,2,3
k005,16,12,-538,3,5
k005,17,1,-538,4,4
k005,17,2,-538,5,3
k005,17,3,-538,6,2
k005,17,4,-538,7,1
k005,17,5,-538,7,31
k005,17,6,-538,8,29
k005,17,7,-538,9,27
k005,17,8,-538,10,27
k005,17,9,-538,11,25
k005,17,10,-538,12,24
k005,17,11,-537,1,23
k005,17,12,-537,2,22
