k019,312,1,1,4,14
k019,312,2,1,5,13
k019,312,3,1,6,12
k019,312,4,1,7,11
k019,312,5,1,8,10
k019,312,6,1,9,9
k019,312,7,1,10,8
k019,312,8,1,11,6
k019,312,9,1,12,6
k019,312,10,2,1,4
k019,312,11,2,2,3
k019,312,12,2,3,5
k019,313,1,2,4,3
k019,313,2,2,5,3
k019,313,3,2,6,2
k019,313,4,2,7,1
k019,313,5,2,7,30
k019,313,6,2,8,29
k019,313,7,2,9,27
k019,313,8,2,10,27
k019,313,9,2,11,25
k019,313,10,2,12,24
k019,313,11,3,1,23
k019,313,12,3,2,22
k019,313,12.5,3,3,23
k019,314,1,3,4,22
k019,314,2,3,5,22
k019,314,3,3,6,20
k019,314,4,3,7,20
k019,314,5,3,8,18
k019,314,6,3,9,17
k019,314,7,3,10,16
k019,314,8,3,11,15
k019,314,9,3,12,14
k019,314,10,4,1,12
k019,314,11,4,2,11
k019,314,12,4,3,12
k019,315,1,4,4,10
k019,315,2,4,5,10
k019,315,3,4,6,9
k019,315,4,4,7,8
k019,315,5,4,8,7
k019,315,6,4,9,6
k019,315,7,4,10,5
k019,315,8,4,11,3
k019,315,9,4,12,2
k019,315,10,5,1,1
k019,315,11,5,1,30
k019,315,12,5,3,1
k019,316,1,5,3,30
k019,316,2,5,4,29
k019,316,3,5,5,29
k019,316,4,5,6,27
k019,316,5,5,7,27
k019,316,6,5,8,26
k019,316,7,5,9,24
k019,316,8,5,10,24
k019,316,9,5,11,22
k019,316,10,5,12,22
k019,316,11,6,1,20
k019,316,12,6,2,18
k019,316,12.5,6,3,20
k019,317,1,6,4,18
k019,317,2,6,5,18
k019,317,3,6,6,16
k019,317,4,6,7,16
k019,317,5,6,8,15
k019,317,6,6,9,13
k019,317,7,6,10,13
k019,317,8,6,11,12
k019,317,9,6,12,11
k019,317,10,7,1,10
k019,317,11,7,2,8
k019,317,12,7,3,10
k019,318,1,7,4,8
k019,318,2,7,5,7
k019,318,3,7,6,6
k019,318,4,7,7,6
k019,318,5,7,8,4
k019,318,6,7,9,2
k019,318,7,7,10,2
k019,318,8,7,11,1
k019,318,9,7,12,1
k019,318,10,7,12,30
k019,318,11,8,1,29
k019,318,12,8,2,27
k019,319,1,8,3,28
k019,319,2,8,4,26
k019,319,3,8,5,25
k019,319,4,8,6,24
k019,319,5,8,7,23
k019,319,6,8,8,21
k019,319,7,8,9,20
k019,319,8,8,10,20
k019,319,9,8,11,19
k019,319,10,8,12,18
k019,319,11,9,1,17
k019,319,12,9,2,16
k019,319,12.5,9,3,17
k019,320,1,9,4,16
k019,320,2,9,5,15
k019,320,3,9,6,13
k019,320,4,9,7,12
k019,320,5,9,8,11
k019,320,6,9,9,9
k019,320,7,9,10,9
k019,320,8,9,11,8
k019,320,9,9,12,7
k019,320,10,10,1,6
k019,320,11,10,2,5
k019,320,12,10,3,7
k019,321,1,10,4,5
