YEAR,B.C.,NIS,AIA,SIM,DUZ,ABU,ULU,UII,TAS,ARA,KIS,Y1,TEB,Y2,SHA,ADD,AII
0,626,4/5,5/5,6/4,7/3,8/2,8/31,,9/29,10/29,11/27,,12/27,625,1/25,2/24

1,625,3/24,4/23,5/23,6/21,7/21,8/19,,9/18,10/18,11/16,,12/16,624,1/14,2/12
2,624,3/14,4/12,5/12,6/10,7/10,8/9,,9/7,10/7,11/6,,12/5,623,1/4,2/2,3/3
3,623,4/2,5/1,5/31,6/29,7/29,8/27,,9/26,10/26,11/25,,12/24,622,1/23,2/21
4,622,3/22,4/21,5/20,6/18,7/18,8/16,,9/15,10/15,11/14,,12/13,621,1/12,2/11
5,621,3/11,4/9,5/9,6/7,7/6,8/5,9/3,10/3,11/2,12/2,620,1/1,,1/30,3/1

6,620,3/30,4/28,5/28,6/26,7/25,8/24,,9/22,10/22,11/21,,12/21,619,1/19,2/18
7,619,3/19,4/18,5/17,6/16,7/15,8/13,,9/12,10/12,11/10,,12/10,618,1/8,2/7,3/8
8,618,4/7,5/7,6/5,7/5,8/3,9/1,10/1,,10/31,11/29,,12/28,617,1/27,2/25
9,617,3/26,4/25,5/24,6/23,7/23,8/21,,9/20,10/19,11/18,,12/17,616,1/15,2/14
10,616,3/15,4/14,5/13,6/12,7/12,8/11,9/9,10/9,11/7,12/7,615,1/5,,2/3,3/5

11,615,4/3,5/3,6/1,7/1,7/31,8/30,,9/28,10/28,11/26,,12/26,614,1/24,2/22
12,614,3/24,4/22,5/21,6/20,7/20,8/19,,9/18,10/17,11/16,,12/15,613,1/13,2/12,3/12
13,613,4/11,5/10,6/8,7/8,8/7,9/5,,10/5,11/4,12/3,612,1/2,,1/31,3/2
14,612,3/31,4/30,5/29,6/27,7/27,8/26,,9/24,10/24,11/22,,12/22,611,1/21,2/19
15,611,3/21,4/19,5/19,6/17,7/16,8/15,9/13,10/13,11/11,12/11,610,1/10,,2/9,3/10

16,610,4/9,5/8,6/7,7/6,8/5,9/3,,10/2,11/1,11/30,,12/30,609,1/29,2/27
17,609,3/28,4/27,5/26,6/25,7/24,8/23,,9/21,10/20,11/19,,12/18,608,1/17,2/15
18,608,3/17,4/16,5/15,6/14,7/14,8/12,,9/10,10/10,11/8,,12/8,607,1/6,2/5
19,607,3/6,4/5,5/4,6/3,7/3,8/1,8/31,9/29,10/29,11/27,,12/27,606,1/25,2/24
20,606,3/25,4/24,5/23,6/22,7/21,8/20,,9/19,10/18,11/17,,12/17,605,1/15,2/13,3/14

21,605,4/12,5/11,6/10,7/9,8/8,9/7,,10/7,11/5,12/5,604,1/4,,2/2,3/3

