YEAR,B.C.,NIS,AIA,SIM,DUZ,ABU,ULU,UII,TAS,ARA,KIS,Y1,TEB,Y2,SHA,ADD,AII
312,1,4/14,5/13,6/12,7/11,8/10,9/9,,10/8,11/6,12/6,2,1/4,,2/3,3/5
313,2,4/3,5/3,6/2,7/1,7/30,8/29,,9/27,10/27,11/25,,12/24,3,1/23,2/22,3/23
314,3,4/22,5/22,6/20,7/20,8/18,9/17,,10/16,11/15,12/14,4,1/12,,2/11,3/12
315,4,4/10,5/10,6/9,7/8,8/7,9/6,,10/5,11/3,12/2,5,1/1,,1/30,3/1

316,5,3/30,4/29,5/29,6/27,7/27,8/26,,9/24,10/24,11/22,,12/22,6,1/20,2/18,3/20
317,6,4/18,5/18,6/16,7/16,8/15,9/13,,10/13,11/12,12/11,7,1/10,,2/8,3/10
318,7,4/8,5/7,6/6,7/6,8/4,9/2,,10/2,11/1,12/1,,12/30,8,1/29,2/27
319,8,3/28,4/26,5/25,6/24,7/23,8/21,,9/20,10/20,11/19,,12/18,9,1/17,2/16,3/17
320,9,4/16,5/15,6/13,7/12,8/11,9/9,,10/9,11/8,12/7,10,1/6,,2/5,3/7

321,10,4/5,5/5,6/3,7/2,8/1,8/30,,9/28,10/28,11/27,,12/26,11,1/25,2/24
322,11,3/25,4/23,5/23,6/22,7/21,8/19,9/18,10/17,11/16,12/16,12,1/14,,2/13,3/13
323,12,4/12,5/12,6/10,7/10,8/8,9/7,,10/6,11/5,12/4,13,1/3,,2/1,3/3
324,13,4/1,5/1,5/30,6/29,7/28,8/27,,9/26,10/25,11/24,,12/23,14,1/21,2/20,3/21
325,14,4/20,5/19,6/18,7/18,8/16,9/15,,10/15,11/14,12/13,15,1/11,,2/9,3/11

326,15,4/9,5/9,6/7,7/7,8/5,9/4,,10/4,11/3,12/3,16,1/1,,1/30,2/28
327,16,3/29,4/27,5/26,6/25,7/24,8/23,,9/22,10/22,11/21,,12/20,17,1/19,2/17,3/19
328,17,4/17,5/16,6/14,7/14,8/13,9/11,,10/11,11/10,12/9,18,1/8,,2/7,3/8
329,18,4/6,5/6,6/4,7/4,8/2,9/1,,9/30,10/30,11/28,,12/28,19,1/27,2/25
330,19,3/27,4/25,5/25,6/23,7/23,8/21,,9/20,10/19,11/18,,12/17,20,1/16,2/14,3/15

331,20,4/14,5/13,6/12,7/11,8/10,9/8,,10/8,11/6,12/5,21,1/4,,2/2,3/4
332,21,4/3,5/2,6/1,7/1,7/30,8/29,,9/27,10/27,11/25,,12/24,22,1/23,2/21,3/23
333,22,4/21,5/21,6/20,7/20,8/18,9/17,,10/16,11/15,12/14,23,1/12,,2/11,3/12
334,23,4/11,5/10,6/9,7/9,8/8,9/6,,10/6,11/4,12/3,24,1/2,,1/31,3/1
335,24,3/30,4/29,5/28,6/27,7/26,8/25,,9/24,10/23,11/22,,12/21,25,1/20,2/18,3/20

336,25,4/18,5/18,6/16,7/16,8/14,9/13,,10/12,11/11,12/11,26,1/10,,2/8,3/10
337,26,4/8,5/7,6/6,7/5,8/3,9/2,,10/1,10/31,11/30,,12/30,27,1/28,2/27
338,27,3/28,4/27,5/26,6/24,7/24,8/22,,9/21,10/20,11/19,,12/19,28,1/18,2/16,3/17
339,28,4/15,5/15,6/13,7/12,8/11,9/9,,10/9,11/7,12/7,29,1/6,,2/4,3/6
340,29,4/5,5/4,6/3,7/2,7/31,8/30,,9/28,10/28,11/26,,12/26,30,1/24,2/23

341,30,3/25,4/23,5/23,6/21,7/21,8/19,9/18,10/17,11/16,12/15,31,1/14,,2/12,3/14
342,31,4/12,5/12,6/11,7/10,8/9,9/7,,10/7,11/6,12/5,32,1/3,,2/2,3/2
343,32,4/1,4/30,5/30,6/28,7/28,8/27,,9/26,10/25,11/24,,12/23,33,1/21,2/20,3/21
344,33,4/19,5/19,6/17,7/17,8/16,9/15,,10/15,11/13,12/13,34,1/11,,2/9,3/11
345,34,4/9,5/8,6/7,7/6,8/5,9/4,,10/4,11/2,12/2,35,1/1,,1/30,2/28

346,35,3/30,4/28,5/27,6/26,7/25,8/24,,9/23,10/22,11/21,,12/21,36,1/19,2/18,3/18
347,36,4/17,5/16,6/14,7/14,8/12,9/11,,10/11,11/9,12/9,37,1/7,,2/6,3/8
348,37,4/6,5/6,6/4,7/4,8/2,8/31,,9/30,10/30,11/28,,12/27,38,1/26,2/25
349,38,3/26,4/25,5/25,6/23,7/23,8/21,,9/20,10/19,11/17,,12/17,39,1/15,2/14,3/15
350,39,4/14,5/14,6/12,7/12,8/11,9/9,,10/9,11/7,12/6,40,1/5,,2/3,3/4

351,40,4/2,5/2,5/31,6/30,7/30,8/29,,9/27,10/27,11/25,,12/24,41,1/23,2/21,3/22
352,41,4/21,5/21,6/19,7/19,8/18,9/17,,10/16,11/14,12/14,42,1/12,,2/11,3/12
353,42,4/10,5/10,6/8,7/8,8/7,9/5,,10/5,11/4,12/3,43,1/1,,1/31,3/2
354,43,3/31,4/29,5/29,6/27,7/27,8/25,,9/24,10/24,11/22,,12/22,44,1/21,2/19,3/20
355,44,4/18,5/18,6/16,7/15,8/14,9/12,,10/12,11/10,12/10,45,1/9,,2/8,3/9

356,45,4/8,5/7,6/6,7/5,8/3,9/2,,10/1,10/31,11/29,,12/29,46,1/28,2/27
357,46,3/28,4/27,5/26,6/25,7/24,8/22,,9/20,10/20,11/19,,12/18,47,1/17,2/16,3/17
358,47,4/16,5/16,6/14,7/13,8/12,9/10,,10/10,11/8,12/8,48,1/6,,2/5,3/5
359,48,4/4,5/4,6/2,7/2,7/31,8/30,,9/28,10/28,11/26,,12/26,49,1/24,2/23
360,49,3/24,4/23,5/22,6/21,7/20,8/19,9/18,10/18,11/16,12/15,50,1/14,,2/12,3/13

361,50,4/12,5/11,6/10,7/9,8/8,9/7,,10/7,11/6,12/5,51,1/4,,2/2,3/3
362,51,4/1,5/1,5/30,6/29,7/28,8/27,,9/26,10/26,11/25,,12/24,52,1/22,2/21,3/21
363,52,4/19,5/19,6/17,7/16,8/15,9/14,,10/14,11/13,12/12,53,1/11,,2/9,3/11
364,53,4/9,5/8,6/7,7/6,8/5,9/3,,10/3,11/2,12/1,,12/31,54,1/30,2/28
365,54,3/30,4/28,5/27,6/26,7/25,8/24,,9/22,10/22,11/20,,12/20,55,1/19,2/17,3/19

366,55,4/17,5/17,6/15,7/15,8/13,9/12,,10/11,11/10,12/9,56,1/8,,2/6,3/7
367,56,4/6,5/5,6/4,7/4,8/2,9/1,,9/30,10/29,11/28,,12/27,57,1/25,2/24
368,57,3/26,4/24,5/24,6/23,7/23,8/21,,9/20,10/19,11/17,,12/17,58,1/15,2/13,3/15
369,58,4/13,5/13,6/12,7/12,8/10,9/9,,10/9,11/7,12/6,59,1/5,,2/3,3/4
370,59,4/3,5/2,6/1,7/1,7/30,8/29,,9/28,10/27,11/26,,12/25,60,1/24,2/22,3/22

371,60,4/21,5/20,6/19,7/18,8/17,9/16,,10/15,11/14,12/14,61,1/12,,2/11,3/12
372,61,4/10,5/10,6/8,7/8,8/6,9/5,,10/4,11/3,12/3,62,1/1,,1/31,3/1
373,62,3/31,4/30,5/29,6/27,7/27,8/25,,9/23,10/23,11/22,,12/22,63,1/20,2/19,3/21
