YEAR,B.C.,NIS,AIA,SIM,DUZ,ABU,ULU,UII,TAS,ARA,KIS,Y1,TEB,Y2,SHA,ADD,AII
1,358,4/12,5/11,6/10,7/9,8/8,9/7,,10/7,11/6,12/5,357,1/3,,2/2,3/2
2,357,3/31,4/30,5/29,6/28,7/27,8/26,,9/25,10/25,11/24,,12/23,356,1/21,2/20,3/21
3,356,4/19,5/19,6/17,7/17,8/15,9/14,,10/14,11/13,12/12,355,1/11,,2/9,3/11
4,355,4/9,5/8,6/7,7/6,8/5,9/3,,10/3,11/2,12/1,,12/31,354,1/29,2/28
5,354,3/30,4/28,5/27,6/26,7/25,8/24,,9/22,10/22,11/20,,12/20,353,1/18,2/17,3/18

6,353,4/16,5/16,6/15,7/14,8/12,9/11,,10/10,11/9,12/8,352,1/7,,2/5,3/7
7,352,4/6,5/5,6/4,7/4,8/2,9/1,,9/30,10/29,11/27,,12/27,351,1/25,2/24
8,351,3/26,4/24,5/24,6/23,7/23,8/21,9/20,10/19,11/17,12/16,350,1/15,,2/13,3/15
9,350,4/13,5/13,6/12,7/12,8/10,9/9,,10/8,11/7,12/6,349,1/5,,2/3,3/3
10,349,4/2,5/1,5/31,6/30,7/29,8/28,,9/27,10/26,11/25,,12/24,348,1/23,2/21,3/22

11,348,4/21,5/20,6/19,7/18,8/17,9/16,,10/15,11/14,12/14,347,1/12,,2/11,3/12
12,347,4/10,5/10,6/8,7/8,8/6,9/5,,10/4,11/3,12/3,346,1/2,,1/31,3/2
13,346,3/31,4/29,5/29,6/27,7/26,8/25,,9/23,10/23,11/22,,12/22,345,1/20,2/19,3/20
14,345,4/18,5/17,6/16,7/15,8/13,9/12,,10/11,11/10,12/10,344,1/8,,2/7,3/9
15,344,4/7,5/7,6/5,7/5,8/3,9/1,,10/1,10/30,11/29,,12/29,343,1/27,2/26

16,343,3/27,4/26,5/26,6/24,7/24,8/22,,9/21,10/20,11/19,,12/18,342,1/17,2/15,3/17
17,342,4/15,5/15,6/13,7/13,8/12,9/10,,10/10,11/8,12/8,341,1/6,,2/4,3/5
18,341,4/3,5/3,6/1,7/1,7/31,8/30,,9/28,10/28,11/27,,12/26,340,1/24,2/22,3/24
19,340,4/22,5/22,6/20,7/20,8/19,9/18,,10/17,11/16,12/15,339,1/14,,2/12,3/13
20,339,4/12,5/11,6/9,7/9,8/8,9/7,,10/7,11/5,12/5,338,1/3,,2/2,3/3

21,338,4/1,5/1,5/30,6/28,7/28,8/27,,9/26,10/25,11/24,,12/24,337,1/22,2/21,3/21
