YEAR,B.C.,NIS,AIA,SIM,DUZ,ABU,ULU,UII,TAS,ARA,KIS,Y1,TEB,Y2,SHA,ADD,AII
1,555,3/31,4/30,5/30,6/28,7/28,8/26,,9/25,10/24,11/22,,12/22,554,1/20,2/19,3/20
2,554,4/19,5/19,6/17,7/17,8/15,9/14,,10/14,11/12,12/11,553,1/10,,2/8,3/9
3,553,4/7,5/7,6/5,7/5,8/3,9/2,,10/2,10/31,11/30,,12/29,552,1/28,2/26,3/28
4,552,4/26,5/25,6/24,7/23,8/22,9/21,,10/21,11/19,12/19,551,1/18,,2/16,3/17
5,551,4/16,5/15,6/13,7/13,8/11,9/10,,10/10,11/8,12/8,550,1/7,,2/6,3/7

6,550,4/5,5/5,6/3,7/2,8/1,8/30,,9/29,10/29,11/27,,12/27,549,1/26,2/24,3/25
7,549,4/23,5/23,6/21,7/20,8/19,9/17,,10/17,11/16,12/15,548,1/14,,2/13,3/14
8,548,4/13,5/12,6/11,7/10,8/8,9/7,,10/6,11/5,12/5,547,1/3,,2/2,3/3
9,547,4/2,5/2,5/31,6/29,7/29,8/27,,9/26,10/25,11/24,,12/23,546,1/22,2/20
10,546,3/22,4/21,5/20,6/19,7/18,8/17,9/15,10/15,11/14,12/13,545,1/11,,2/10,3/10

11,545,4/9,5/8,6/7,7/6,8/5,9/4,,10/3,11/2,12/2,,12/31,544,1/29,2/28
12,544,3/29,4/27,5/27,6/25,7/25,8/24,,9/23,10/23,11/21,,12/21,543,1/19,2/17,3/19
13,543,4/17,5/16,6/15,7/14,8/13,9/12,,10/12,11/11,12/10,542,1/9,,2/7,3/8
14,542,4/6,5/6,6/4,7/4,8/2,9/1,,10/1,10/30,11/29,,12/29,541,1/27,2/26
15,541,3/26,4/25,5/24,6/22,7/22,8/20,,9/19,10/18,11/17,,12/17,540,1/16,2/14,3/16

16,540,4/14,5/14,6/12,7/11,8/10,9/8,,10/8,11/7,12/6,539,1/5,,2/3,3/5
17,539,4/4,5/3,6/2,7/1,7/31,8/29,,9/27,10/27,11/25,,12/24,538,1/23,2/22
